Description,SalesDollars,SalesPrice,ProfitMargin
Jack Daniels Winter Jack,124092.17,15.930950920245397,0.27467204116292265
Jack's Blend Hanwood Estate,71.94,11.99,0.20672449435257648
Jackhammer Chard Monterey,8068.42,9.697692307692307,0.16720187979103943
Jackhammer Pnt Nr,6097.0599999999995,10.437507331378297,0.17995733322606242
Jackson Morgan Pepmint Mocha,13741.58,22.015510204081632,0.37957841658488434
Jackson Morgan Salted Carmel,37433.79,24.55678082191781,0.42339350278048427
Jacobs Creek Two Lands Cab S,55.96,13.99,0.24120731242640073
Jacobs Creek Two Lands Pnt G,819.78,10.223333333333333,0.17626467172069835
Jacobs Creek Two Lands Shirz,97.93,13.99,0.24120731242640073
Jacobs Crk Cab Svgn,31019.36,6.965943437914273,0.12010268014107392
Jacobs Crk Cab/Merlot,251.57000000000002,7.125454545454545,0.12285287639210664
Jacobs Crk Chard,41213.020000000004,7.117541478129714,0.12271644396162258
Jacobs Crk Chard Rsv,455.04999999999995,4.79,0.08258634928680912
Jacobs Crk Merlot,25.96,6.323333333333333,0.10902317647674105
Jacobs Crk Moscato,944.65,7.080909090909091,0.12208484998955328
Jacobs Crk Moscato Rose,89.94,14.99,0.2584487214633129
Jacobs Crk Rsl,2777.3,6.954112554112554,0.11989869903418031
Jacobs Crk Shiraz,12391.34,7.035336048879837,0.12129910653087053
Jacobs Crk Shirz Rsv,550.5,10.9275,0.18840549725085734
Jacobs Crk Shrz/Cab Svgn,30202.93,7.059765182186235,0.12172029921062338
Jacobs Crk Sweet Red,41.94,6.99,0.12051744916801582
Jacopo Blondi Santi 10 Sasso,524.85,34.99,0.6032769022015555
Jacques Bonet Brandy,351.56,7.99,0.13775885820492795
Jacquin Ginger Brandy,89136.77,10.065696406943884,0.17354678899349626
Jacquin Peach Brandy,4459.15,10.348490566037736,0.178422558763683
Jacquin Triple Sec,89692.79,8.594871228844738,0.14818769047609978
Jadot 12 Steel Chard,832.51,16.99,0.29293153953713713
Jadot Beaujolais Villages,223331.82,9.481324069218669,0.16347138648891926
Jadot Beaune Bressandes 12,179.96,44.99,0.775690992570677
Jadot Beaune Bressandes 13,1099.75,43.99,0.7584495835337648
Jadot Beaune Clos Ursules 12,42.99,42.99,0.7412081744968526
Jadot Beaune Clos des Ursule,468.92999999999995,66.99,1.1550019913827436
Jadot Beaune Les Cent Vignes,1079.76,44.99,0.775690992570677
Jadot Beaune Les Greves 14,469.90000000000003,46.99,0.8101738106445011
Jadot Bourgogne Le Chapitre,1014.65,28.99,0.4998284479800827
Jadot Bourgogne Pinot Noir,50669.17,18.208253968253967,0.3139359545146451
Jadot Bouzeron 13,1605.27,21.990000000000002,0.3791385847216978
Jadot Bouzeron Blanc 14,417.80999999999995,21.99,0.3791385847216978
Jadot Burgundy Hills Wh 14,38574.9,10.99,0.18948308531566435
Jadot Ch Des Jacques 12,119.96,29.99,0.5170698570169948
Jadot Ch d Jacques Morgon 11,8040.81,12.99,0.22396590338948863
Jadot Ch des Jacques Fleurie,2155.02,21.99,0.3791385847216978
Jadot Ch des Jacques Flr 14,21.99,21.99,0.3791385847216978
Jadot Ch des Jacques La Roch,767.76,31.99,0.5515526750908192
Jadot Chablis Fourchaume 14,279.93,39.99,0.6894839473861163
Jadot Chardonnay,46787.84,15.495540166204988,0.2671649462534416
Jadot Chass Mont Abbaye 14,839.8799999999999,69.99,1.2067262184934802
Jadot Chass Mont Morgeot Rou,489.90000000000003,48.99,0.8446566287183254
Jadot Chorey Beaumonts 14,159.95,31.99,0.5515526750908192
Jadot Clos Vougeot 12,279.98,139.99,2.41362485107733
Jadot Clos Vougeot 13,2939.79,139.99,2.41362485107733
Jadot Corton Greves 12,179.98,89.99,1.551554399231723
Jadot Corton Pougets 12,56.99,56.99,0.9825879010136225
Jadot Cote de Beaune Vill 12,59.98,29.99,0.5170698570169948
Jadot Cote de Beaune Vlgs 13,1979.34,29.99,0.5170698570169948
Jadot Cote de Beaune Vlgs 14,269.90999999999997,29.99,0.5170698570169948
Jadot Cote de Nuits Vaucrain,65.98,32.99,0.5687940841277314
Jadot Echezeaux 13,1799.9,179.99,3.103281212553815
Jadot Fixin 12,209.94,34.99,0.6032769022015555
Jadot Fixin 14,139.96,34.99,0.6032769022015555
Jadot Gevrey Chambertin 13,2995.67,85.56142857142856,1.4751995877825406
Jadot Macon Villages Blanc,120124.34,12.028313191051684,0.20738506775100793
Jadot Marsannay 13,1259.58,29.989999999999995,0.5170698570169948
Jadot Marsannay Blanc 14,209.93,29.99,0.5170698570169948
Jadot Marsannay Clos Roy 12,349.90000000000003,34.99,0.6032769022015555
Jadot Marsannay Clos Roy 13,1583.52,32.99,0.5687940841277314
Jadot Marsannay Clos Roy 14,98.97,32.99,0.5687940841277314
Jadot Mercurey 13,1919.36,29.99,0.5170698570169948
Jadot Mercurey 14,419.85999999999996,29.989999999999995,0.5170698570169948
Jadot Monthelie 13 Sous Roch,1224.65,34.99,0.6032769022015555
Jadot Monthelie Sous Roch 12,104.97,34.99,0.6032769022015555
Jadot Monthelle Les Sous 14,104.97,34.99,0.6032769022015555
Jadot Moulin-a-Vent Jacques,295.84,18.878888888888888,0.3254986454957489
Jadot Nuit St George 13,603.88,50.32333333333333,0.8676451741008749
Jadot Nuits St Georges Les B,99.99,99.99,1.7239684896008443
Jadot Pernand Croix Blanc 12,104.97,34.99,0.6032769022015555
Jadot Pernand Verg Combottes,107.97,35.99,0.6205183112384678
Jadot Pernand Vergelesses 12,104.97,34.99,0.6032769022015555
Jadot Pernand Vergelesses 13,2087.42,35.99,0.6205183112384678
Jadot Pommard 13,158.97,52.99,0.913622264865974
Jadot Pommard 13 Clos Commar,839.86,59.99,1.034312128124359
Jadot Pouilly Fuisse,188476.25999999998,22.001048304213768,0.3793290730538116
Jadot Puligny Montrachet 14,159.98,79.99,1.3791403088626015
Jadot Puligny Montrachet Bl,419.93,59.989999999999995,1.0343121281243588
Jadot Rully 13,1117.57,25.99,0.4481042208693463
Jadot Rully Blanc 14,259.9,25.99,0.4481042208693463
Jadot Saint Aubin 13,797.7900000000001,37.99,0.6550011293122919
Jadot Santenay Clos Rous 12,139.96,34.99,0.6032769022015555
Jadot Santenay Gatsulard 12,34.99,34.99,0.6032769022015555
Jadot Santenay Malte Roug 12,69.98,34.99,0.6032769022015555
Jadot Savigny 13 Clos de Gue,2279.43,39.99,0.6894839473861163
Jadot Savigny Beaune Blan 12,59.98,29.99,0.5170698570169948
Jadot Savigny Bl Clos de Gue,1119.72,39.99,0.6894839473861163
Jadot Savigny Les Beaune 12,489.86,34.99,0.6032769022015555
Jadot Savigny Narbantons 12,104.97,34.99,0.6032769022015555
Jadot Savigny les Beaune 13,2169.38,34.99,0.6032769022015555
Jadot Savigny les Beaune 14,404.89000000000004,36.80818181818182,0.634624918632305
Jadot St Aubin Blanc 14,417.89,37.99,0.6550011293122919
Jadot Volnay Santenots 12,257.94,42.99,0.7412081744968526
Jadot Volnay Santenots 13,519.92,64.99,1.1205191733089195
Jadot Vosne Romanee 12,155.96,38.99,0.6722425383492041
Jadot Vosne Romanee 13,1319.78,59.99,1.034312128124359
Jagermeister Liqueur,2058034.42,12.87747899724444,0.22202588275573648
Jagermeister Spice,71907.51,7.300247747747748,0.12586655748971545
Jailers Tennessee Whiskey,3647.62,26.088360655737702,0.44980009716805897
Jam Cab Svgn,12500.17,18.321343283582088,0.31588577365792164
Jam Cellars Toast,1202.48,23.171818181818182,0.3995147954016849
Jam Jar Sweet Shiraz,16939.61,10.35622807017544,0.17855596423744594
James E Pepper 1776 Rye,35727.28,30.506616314199395,0.5259770502052485
James E Pepper Bourbon,47536.47,34.68781931464175,0.5980668814022395
James L'Escargot Svgn Blanc,3252.83,14.990000000000002,0.25844872146331294
James Mitchell Cab Svgn,11831.42,12.400748560460652,0.2138063782948014
James Oliver American Whisky,30694.149999999998,28.52658536585366,0.4918385267190747
James Oliver Rye Whisky,32318.55,28.420493273542597,0.49000934955995784
Jameson 12 Year Old,114400.93000000001,59.99000000000001,1.034312128124359
Jameson 18 Year Old,86273.08,124.59285132382892,2.148156312749314
Jameson Black Barrel,444452.14999999997,32.18506808980493,0.554915923817195
Jameson Caskmates,316023.68,29.762824427480915,0.5131530300479986
Jameson Gold Rsv,67632.83,94.37333333333333,1.6271292421768544
Jameson Irish Whiskey,5715759.69,23.053929188255612,0.3974822230427227
Jameson Rarest Vintage Rsv,5099.83,299.99,5.172250296983271
Jameson Trilogy Pack,56025.990000000005,39.99,0.6894839473861163
Jameson's Cooper Croze Irish,31619.899999999998,62.08490740740741,1.0704312836299272
Jamieson R Double Lariat Cab,647.88,53.99,0.9308636739028862
Jamieson Ranch Cab Svgn,2274.35,34.99,0.6032769022015555
Januik Cab Franc,263.92,32.99,0.5687940841277314
Januik Cab Svgn Columbia Vly,1099.56,24.99,0.4308628118324342
Januik Merlot Columbia Vly,549.78,24.99,0.4308628118324342
Januik Muscat Canelli Champx,7127.08,7.99,0.13775885820492795
Jargon Pinot Nr CA,458.7,9.44909090909091,0.16291564139060427
Jarhead Chard,2476.22,13.899090909090908,0.23963991160486325
Jarhead Red,3469.52,13.990000000000002,0.24120731242640078
Jarvis Cab Svgn Napa,1169.91,129.99,2.241210760708208
Jarvis Chard Estate Napa,1919.68,59.989999999999995,1.0343121281243588
Jarvis Chard Finch Hollow Un,109.99,109.99,1.8963825799699654
Jarvis Lake William Red Napa,1119.92,139.99,2.41362485107733
Jas Des Vignes 15 Rose,179.88,14.99,0.2584487214633129
Jason Stephens Syrah,13206.56,13.99,0.24120731242640073
Jaume Serra Cristalino Brut,156706.65,8.608610007942811,0.14842456638619742
Jaume Serra Cristalino Rose,8200.19,10.532528735632186,0.18159563612406548
Je T'Aime Cremant de Limoux,1039.35,15.99,0.275690130500225
Jean Dauvissat Chablis St Pi,7617.25,27.654670658682633,0.4768054886074396
Jean Laurent Blanc de Noirs,1982.5700000000002,46.143846153846155,0.7955849260748062
Jean Luc Colombo Ruchets 07,159.98,79.99,1.3791403088626015
Jean Luc Colombo Ruchets 10,1049.85,69.99,1.2067262184934802
Jean Luc Columbo CDR Red,116.91,12.99,0.22396590338948863
Jean Luc Columbo Syrah VDP,38.97,12.99,0.22396590338948863
Jean-Claude Boisset Gev-Chmb,2659.62,69.99,1.2067262184934802
Jean-Marc Morey Beaune Greve,319.94,52.656666666666666,0.9078751285203366
Jean-Paul & Benoit Droin 14,2660.79,21.99,0.3791385847216978
JeanJean Mas de Lunes 12,2286.57,15.99,0.275690130500225
JeanJean Terrasses Larzac 13,1105.21,13.99,0.24120731242640073
Jefferson's Manhattan RTD,5758.53,39.51380952380952,0.6812737526066341
Jefferson's Ocean Aged Cask,30596.94,99.99,1.7239684896008443
Jefferson's Rsv Groth Resrve,15918.009999999998,79.99,1.3791403088626015
Jefferson's Rsv Old Rum Cask,11678.539999999999,79.99,1.3791403088626015
Jefferson's Wood Experiment,12598.74,99.99000000000001,1.7239684896008443
Jeffersons  Ocean Bourbon,64551.92999999999,79.99,1.3791403088626015
Jeffersons Bourbon,447608.24,26.42204278572259,0.45555324725943647
Jeffersons Reserve Bourbon,133278.46,50.2373899228325,0.8661633886064027
Jeio Prosecco Bisol Desidero,347.82,18.275714285714283,0.31509906544173844
Jekel Cab Svgn Monterey,1649.5900000000001,8.460689655172413,0.14587421107919862
Jekel Grvlstone Montry Chard,4361.78,12.763953488372094,0.22006854302114476
Jekel Pnt Nr Monterey,3405.76,8.110805369127517,0.13984171298791062
Jekel Rsl Monterey,4659.01,11.595150214592275,0.19991672769422492
Jelu Malbec Rose San Juan,1992.53,13.56943925233645,0.2339562525510639
Jelu Malbec San Juan,27325.26,13.254550264550264,0.22852712271142303
Jenkins Amaretto,122931.62,8.954690353096469,0.15439147917662735
Jenkins Coffee Brandy,43123.78,12.359587628865981,0.21309670583683732
Jenkins French Brandy,132910.91,17.1709401159047,0.2960512020866364
Jenkins Gin,137664.73,9.944769399206242,0.17146183698948175
Jenkins Melon Liqueur,47449.79,8.000784313725491,0.13794479496905152
Jenkins Rum,240317.98,8.34868581037382,0.14394310697731927
Jenkins Spiced Rum,47901.98,10.807419354838709,0.1863351377302152
Jenkins Vodka,520743.13,7.8377746811924665,0.13513427921759288
Jeremiah Weed Bourbon,554.63,14.99,0.2584487214633129
Jeremiah Weed Cinnamon Whsky,164.85,10.99,0.18948308531566435
Jeremiah Weed Sarsaparilla,179.88,14.99,0.2584487214633129
Jeremiah Weed Sweet Tea Vdka,12027.54,11.645052264808363,0.200777109353781
Jermann Pinot Grigio Venezi,16667.82,26.95178343949044,0.46468672255452925
Jesse James America's Outlaw,47752.06,14.075384615384616,0.24267946350570632
Jesse James Spiced Bourbon,383.76,15.99,0.275690130500225
Jewell Towne Cab Svgn NH,4867.48,19.077677725118484,0.32892604513315515
Jewell Towne Cayuga Wh NH,11478.51,11.49,0.19810378983412041
Jewell Towne Chardonnay,8070.93,14.49,0.24982801694485685
Jewell Towne Marechal Foch,13592.67,11.49,0.19810378983412041
Jewell Towne Rsl NH,14781.48,17.337826086956518,0.29892855137606306
Jewell Towne Seyval NH,7940.93,10.49,0.1808623807972083
Jewell Towne Vyds So Hampton,24498.82,14.260663033605812,0.24587392449997003
Jim Beam,3387951.46,12.977798808425922,0.2237555376548222
Jim Beam Apple,341462.06,12.472100869974136,0.21503659264885175
Jim Beam Black,380076.15,21.78774368963558,0.3756514009444082
Jim Beam Black VAP,74.97,24.99,0.4308628118324342
Jim Beam Bonded Bourbon,3076.29,17.99,0.31017294857404926
Jim Beam Candy Cane 4/50mLs,1308.72,3.9899999999999998,0.06879322205727942
Jim Beam Choice,82402.78,30.28315476190476,0.5221242581781135
Jim Beam Devils Cut,100813.28,37.72623445825933,0.6504534397172983
Jim Beam Devils Cut Bourbon,92008.73999999999,11.083815261044176,0.19110059260523168
Jim Beam Distlrs Masterpiece,8999.550000000001,199.99000000000004,3.4481093932920577
Jim Beam Double Oak,5947.62,24.99,0.4308628118324342
Jim Beam Gift Pak,16.49,16.49,0.28431083501868104
Jim Beam Honey,286414.33999999997,11.724596416755103,0.20214856261398909
Jim Beam Jacob's Ghost,24702.28,18.02081664098613,0.3107042708864348
Jim Beam Kentucky Fire,146216.63,8.015834692301091,0.1382042847022338
Jim Beam Maple,195832.65,8.642445292994566,0.14900793437565524
Jim Beam Rye,51773.329999999994,19.445724508050088,0.33527169026239856
Jim Beam Signature Craft,14404.2,37.70803278688525,0.6501396172559823
Jim Beam Signature Craft Ltd,4416.84,38.080909090909095,0.6565685301338294
Jim Beam Single Barrel,44555.38,30.50261187957689,0.5259080081099604
Jim Beam Traveler,550753.77,17.651046468539242,0.30432891209362845
Jim Beam White BBQ Sauce Pak,2052.15,15.186629213483146,0.2618388861615821
Jim Beam w/2 Rocks Glasses,15708.97,22.550515873015872,0.3888026681600464
Jimenez Landi Bajondillo Men,371.76,15.49,0.26706942598176897
Jip Jip Rocks Shiraz/CabSvgn,1019.4,16.99,0.29293153953713713
Joel Gott Alakai Red,11583.72,13.99,0.24120731242640073
Joel Gott Cab Svgn 815,339061.28,13.376526982580096,0.23063017319995543
Joel Gott Chard,54505.04,13.99,0.24120731242640073
Joel Gott Merlot,16844.76,13.002048192771085,0.22417363120921047
Joel Gott Pnt Nr,36618.649999999994,17.99662251655629,0.31028713009085
Joel Gott Rsl Columbia Vly,207.84,12.99,0.22396590338948863
Joel Gott Svgn Bl,91461.57,10.441709658068387,0.180029787259433
Joel Gott Znfdl,33045.57,14.742650176678444,0.254184061984218
John Anthony Cab Svgn Napa,2759.54,59.99,1.034312128124359
John Anthony Svgn Bl,1605.27,21.99,0.3791385847216978
John Barr Red Scotch Whisky,31.98,15.99,0.275690130500225
John Barr Rsv Black Scotch,674.6999999999999,22.507241379310344,0.38805655491320407
John Begg Blue Cap,92272.68999999999,16.99,0.29293153953713713
John Power Irish Whiskey,86015.26,26.276878216123496,0.4530504055373112
John Taylor Velvet Falernum,159.9,15.99,0.275690130500225
Johnnie Walker Black Label,2409134.67,44.340426497730334,0.764491430118506
Johnnie Walker Black Tin,72877.5,37.42878389482334,0.6453249728848385
Johnnie Walker Blue Label,855688.75,231.4220621991855,3.990042434541879
Johnnie Walker Blue Yr Roost,1249.95,249.99,4.3101798451376645
Johnnie Walker Collection 4,92890.70999999999,99.99,1.7239684896008443
Johnnie Walker Double Black,276954.10000000003,40.908301465110505,0.7053167585652821
Johnnie Walker Gold Edition,2634.6899999999996,84.99,1.465347354047162
Johnnie Walker Gold Rsv,172043.81,81.34280553420444,1.4024645824252189
Johnnie Walker Green Label,192003.28,60.62440320962889,1.0452501333559006
Johnnie Walker King George V,4949.89,449.99,7.758461652520091
Johnnie Walker Odyssey,8549.91,949.99,16.37916617097616
Johnnie Walker Platinum,167302.71,96.90527878349023,1.6707835493421581
Johnnie Walker Red Label,2110136.83,20.786659384977312,0.35839129696736227
Johnnie Walker Select Casks,50720.47,43.99,0.7584495835337648
Jolivet Pouilly Fume Pascal,571.74,21.99,0.3791385847216978
Jolivet Sancerre,42593.14,20.420451127819547,0.3520773506130105
Jolivet Svgn Blanc Attitude,148.9,14.847142857142858,0.2559856630294683
Jonathan Edwards Chard,143.92999999999998,20.79,0.35844889387740325
Jonathan Edwards Svgn Bl,149.92999999999998,21.418571428571425,0.3692863509863194
Jonathan Edwards Znfdl Lodi,176.94,29.49,0.5084491524985387
Jordan Cab Svgn Alex Valley,15096.98,49.99,0.8618980377552377
Jordan Chard Sonoma,5978.07,31.017027027027023,0.5347772500819317
Jos Faiveley Chablis AC 12,134.95,26.99,0.4653456299062585
Jos Phelps Chard,24807.91,34.99,0.6032769022015555
Jos Phelps Insignia 11,13139.32,203.0669230769231,3.501159882636403
Jos Phelps Insignia 13,209.99,209.99,3.620523483661179
Jos Phelps Insignia 2010 Red,8447.34,127.98999999999998,2.2067279426343838
Jos Phelps Pnt Nr,58363.32,34.99,0.6032769022015555
Jose Cuervo Cinge,1885.8899999999999,16.99,0.29293153953713713
Jose Cuervo Especial,2585342.94,14.66881695555845,0.2529110732183754
Jose Cuervo Especial Silver,1006963.1599999999,19.804137380191694,0.34145123319508647
Jose Cuervo Gold w/Marg Mix,132660.36,15.895973916701724,0.2740689883379407
Jose Cuervo Golden Margarita,236196.4,18.746719312829036,0.32321985577266577
Jose Cuervo La Familia Rsv,8199.18,99.98999999999998,1.723968489600844
Jose Cuervo Light Margaritas,104528.74,14.68938784433756,0.25326574432606885
Jose Cuervo Lime Margarita,324462.53,13.068790087463556,0.22532435551550187
Jose Cuervo Lite Wh Peach,41268.99,14.744716981132076,0.2542196966052024
Jose Cuervo R Rolling Stones,4199.58,99.99,1.7239684896008443
Jose Cuervo RTD Pink Lemonad,40148.49,13.607456359102244,0.2346117210392129
Jose Cuervo Silver w/Marg Mx,37477.799999999996,16.89067214339059,0.29121898733257456
Jose Cuervo Strawberry Marg,86715.82,14.675228331780056,0.2530216143783016
Jose Cuervo Tradicional,86907.87999999999,19.90588502269289,0.3432055059179911
Jose Cuervo Tradicional Slvr,66976.48999999999,19.456585450748346,0.33545894821798566
Jose Cuervo Tropina,350.82,19.49,0.3360350621294174
Jose Maria de Fonseca Periq,3346.65,9.99,0.17224167627875223
Josef Weinberg Radiance Mosl,359.64,9.99,0.17224167627875223
Joseph Carr Cab Svgn Napa,194304.61,21.61643109540636,0.3726977304341276
Joseph Carr Chard Napa,17680.11,18.012099447513812,0.31055397418812464
Joseph Carr Merlot Napa Vly,10321.189999999999,21.494702194357366,0.37059895265952814
Joseph Drouhin Cote de Beaun,1689.35,25.99,0.4481042208693463
Joseph Drouhin Cote de Nuits,1619.4299999999998,28.545555555555552,0.49216559951923283
Joseph Drouhin Mersault,1735.69,55.99,0.9653464919767103
Joseph Drouhin Nuits St Geo,1829.7299999999998,67.75470588235294,1.1681865982933237
Joseph Drouhin Puligny-Montr,1874.71,64.16647058823528,1.1063203658667564
Joseph Drouhin Santenay Red,599.8,29.99,0.5170698570169948
Joseph Mellot Reuilly Svgn B,15.99,15.99,0.275690130500225
Joseph Mellot Sancerre White,1699.32,24.99,0.4308628118324342
Joseph Phelps Cab Svgn Napa,49708.1,62.97624754420432,1.08579924351946
Joseph Phelps Insignia 08,6239.610000000001,159.99,2.758453031815572
Joseph Phelps Insignia 09,3199.82,182.84714285714287,3.1525423812307065
Josh Cellars Cab Svgn Paso R,1580.07,16.99,0.29293153953713713
Josh Cellars Cab Svgn Sonoma,1095045.04,14.332464905334389,0.2471118899400583
Josh Cellars Chard,312371.37,13.503485595639761,0.2328191185784762
Josh Cellars Craftsman Cab S,3189.7200000000003,13.99,0.24120731242640073
Josh Cellars Craftsman Chard,285.78000000000003,12.990000000000002,0.22396590338948866
Josh Cellars Legacy Red,156988.39,14.480580123632905,0.2496656050033346
Josh Cellars Merlot,89948.31,14.565998731769183,0.2511383421655759
Josh Cellars Pnt Nr,165773.68,16.642730400589823,0.2869441223276216
Josh Cellars Svgn Bl,63200.15,14.072644628099175,0.24263222226416212
Josiah Bartlett Apple Brandy,25087.170000000002,32.0416717325228,0.5524435685668907
Jovino Pnt Nr Williamete Vly,181.87,13.99,0.24120731242640073
Jovly Chinon Cab Franc,51.96,12.99,0.22396590338948863
Juan Gil Dry Wh Muscat Jumil,687.37,10.798510638297873,0.18618153890434078
Juan Gil Jumilla Rd,57635.95,13.75703967446592,0.23719074816449548
Juarez Gold Tequila,11004.13,8.164157303370787,0.14076157550910928
Juarez Silver Tequila,8801.91,8.370952380952382,0.14432701402851353
Juarez Triple Sec,6755.070000000001,3.99,0.06879322205727942
Jubileo Meritage,119.88,9.99,0.17224167627875223
Julia James Pnt Nr,13650.57,10.110934959349594,0.1743267653797609
Julius Treis Trocken Rsl,137.94,22.99,0.39637999375860994
Juniper Estate Cab Svgn,2039.49,39.99,0.6894839473861163
Junipero Gin,23757.38,31.17421052631579,0.5374873150870224
Jura Bl de Bl Brut D'Argent,74.95,14.99,0.2584487214633129
Justin Cab Svgn Paso Robles,204836.72999999998,28.077237026647964,0.4840911282027721
Justin Isosceles Paso Roble,39755.03,79.99,1.3791403088626015
Justin Justification Paso R,7588.35,45.99,0.792932401607589
Justin Obtuse,1054.09,11.434444444444445,0.19714593377651418
Justin Vyds 13 Chard C Cst,227.88,18.99,0.3274143576109614
Justin Vyds 13 Svgn Bl C Cst,41898.12,13.112886133032696,0.22608463347406973
Juve Y Camp Rose Brut Pnt Nr,11329.23,14.63864864864865,0.2523909290989924
Juve y Camps Brut Nature,10202.8,16.4914409221902,0.2843356785475527
Juve y Camps Sweet Rsva Spar,167.88,13.99,0.24120731242640073
Juxtapoz Red North Cst,14328.6,15.191277955271564,0.26191903702026326
K Syrah The Deal,2478.33,36.99,0.6377597202753799
K Vintners Cab Svgn Stonerid,563.88,46.99,0.8101738106445011
K Vintners Merlot Northridge,321.93,45.99,0.792932401607589
K Vintners River Rock Syrah,91.98,45.99,0.792932401607589
K Vintners Syrah The Hidden,2799.6,69.99,1.2067262184934802
K Vintners The Klein,149.98,74.99,1.2929332636780408
K Vntrs Milbrandt Col Syrah,1253.6200000000001,32.99,0.5687940841277314
K Vntrs The Boy Grenache/Syr,551.88,45.99,0.792932401607589
K Vntrs Viognier Columbia,74.97,24.99,0.4308628118324342
K Volk Pnt Nr San Benito,46316.61,18.99,0.3274143576109614
KAH Anejo Tequila,24096.44,67.6740490797546,1.1667959613681163
KAH Blanco Tequila,38147.1,48.343028064992616,0.8335019209514606
KAH Extra Aged Tequila,1249.95,249.99,4.3101798451376645
KAH Reposado Tequila,40413.090000000004,58.46611202635914,1.0080381522443858
KAH Tequila 3/50mLs Pak,5122.95,24.99,0.4308628118324342
KJ 12 Vintners Rsv Cab Svgn,1067.88,88.99,1.5343129901948107
KJ Est 12 Chard Camelot High,4978.34,29.99,0.5170698570169948
KJ Est 12 Pnt Nr Outland Rdg,1749.5,34.99,0.6032769022015555
KJ Est Cab Hawkeye Mtn,299.94,49.99,0.8618980377552377
KJ Est Chard Santa Maria Vly,167.94,27.99,0.4825870389431706
KJ Jackson Est Cab Svgn Alex,449.82,24.99,0.4308628118324342
KJ Jackson Est Pnt Nr Anders,101.94,16.99,0.29293153953713713
Kagemusha Sw Potato Soju,4986.28,28.99,0.4998284479800827
Kahlua,3604858.6599999997,16.902557742875416,0.2914239118149413
Kahlua Chili Chocolate,10622.32,18.694255319148933,0.32231530259791713
Kahlua Cinnamon Spice,2308.8199999999997,19.537169811320755,0.33684833614059256
Kahlua Especial,69691.98,23.225732009925558,0.40044434576482996
Kahlua French Vanilla,54821.259999999995,19.082647683807902,0.32901173422381597
Kahlua Hazelnut,9138.01,15.69278637770898,0.2705657488669632
Kahlua Midnight,40947.54,19.995369127516778,0.3447483379715616
Kahlua Mocha,45680.06,19.080777402221145,0.3289794879339644
Kahlua Original Mudslide RTD,81454.48,16.511883656509696,0.28468814009178806
Kahlua Peppermint Mocha,7055.389999999999,19.63313725490196,0.33850295008960296
Kahlua Pumpkin Spice Liqueur,13835.34,16.951876832844576,0.2922742424184279
Kahlua Salted Caramel,24909.89,19.000090817356206,0.3275883375205165
Kahlua White Russian RTD,67227.28,16.53008701056557,0.2850019915649091
Kahlua w/50mL Absolut+Glass,102296.31999999999,19.082128801431125,0.32900278796051585
Kaiken Malbec Mendoza,1021.27,13.99,0.24120731242640073
Kaikouzu Potato Shochu,699.8,34.99,0.6032769022015555
Kalogeri Papagiannakos Cab S,125.94,20.99,0.36189717568478563
Kamchatka Vodka,3811.32,6.554044943820226,0.1130009697227103
Kamora Coffee,576977.34,14.452671560002011,0.24918442204214167
Kamora Coffee Gift Pack,7627.64,10.38453125,0.17904395093784645
Kamora Coffee Liqueur,1670.48,10.99,0.18948308531566435
Kangarilla McLaren Vl Shiraz,131.94,21.99,0.3791385847216978
Kapali Coffee,215877.19,14.0389417989418,0.2420511380009586
Karner Blue Gin,44205.259999999995,29.99,0.5170698570169948
Kathryn Hall Sacrsh Cab Svgn,1170.92,146.82333333333335,2.531441146162896
Kavalan Classic Single Malt,11698.83,99.99,1.7239684896008443
Kavalan Concertmaster,1259.86,89.99,1.551554399231723
Kavalan Ex-Bourbon Oak Whsky,689.9399999999999,114.99,1.9825896251545259
Kavalan Sherry Oak Whisky,909.9300000000001,129.99,2.241210760708208
Kavalan Soloist Tawain Whsky,5699.85,379.99,6.551563019936242
Kay Brothers Hillside Shiraz,707.88,58.99,1.0170707190874468
Ke Ke Beach,988.14,11.49,0.19810378983412041
Kedem Concord Grape Kosher,1957.8,6.126842105263159,0.10563539084141799
Keller Est 13 Cruz Vyd Chard,1109.7,36.99,0.6377597202753799
Ken Forrester Petit Chenin B,15735.49,12.586153846153847,0.21700302666304333
Ken Forrester Petit Pinotage,461.67,13.99,0.24120731242640073
Ken Volk Pnt Nr Cuvee St Mar,5493.22,30.54944055944056,0.5267154005341484
Ken Wright Canary Hill Pnt N,1924.65,54.989999999999995,0.948105082939798
Ken Wright Cellars Pnt Nr,1319.76,54.99,0.9481050829397982
Ken Wright Clrs Willa Pnt Nr,26215.12,26.483749999999997,0.4566171665813217
Ken Wright Freedom Hill Pnt,1979.64,54.99,0.9481050829397982
Ken Wright McCrone Ore Pnt N,54.99,54.99,0.9481050829397982
Ken Wright Shea Ore Pnt Nr,2089.62,54.99,0.9481050829397982
Kendall Jackson AVANT Svgn B,11530.1,9.731239892183288,0.1677802874174488
Kendall Jackson Avant Chard,248151.38,10.913210142972755,0.18815911998077162
Kendall Jackson Chard Vt RSV,2326007.78,11.163975506358925,0.19248266818320248
Kendall Jackson Gr RSV Cab S,64862.24,23.340515463917527,0.402423374245775
Kendall Jackson Grand Pnt Nr,16914.7,23.061278825995807,0.39760894115327455
Kendall Jackson Grand RSV Me,16614.829999999998,20.362180451127816,0.3510726820413107
